"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Income_Category","Card_Category","Credit_Limit","Total_Trans_Amt","Avg_Utilization_Ratio","Months_on_book","Months_Inactive_12_mon","monthly_spend","revolving_dependency","utilization","tenure","txn_frequency","avg_txn_value","inactivity_rate","spend_growth","txn_growth","contact_to_txn_ratio","relationship_breadth","contact_intensity","segment","label","churned"
721129383,"Existing Customer",53,"F","Less than $40K","Blue",3128,2361,0.805,36,1,65.5833333333333,1.06562235393734,0.805,36,1.16666666666667,56.2142857142857,0.0833333333333333,0.696,0.826,0.0465116279069767,3,0.166666666666667,"2","Revolving Heavy Users",0
721249158,"Attrited Customer",42,"M","$60K - $80K","Blue",6414,708,0,30,2,23.6,0,0,30,0.466666666666667,50.5714285714286,0.166666666666667,0.718,0.4,0.2,2,0.25,"3","Stable Moderate Users",1
721049658,"Existing Customer",53,"M","$80K - $120K","Blue",2506,1687,0,34,3,49.6176470588235,0,0,34,1.82352941176471,27.2096774193548,0.25,0.598,0.59,0,6,0,"2","Revolving Heavy Users",0
806392908,"Existing Customer",52,"F","Unknown","Blue",7469,1212,0.313,47,2,25.7872340425532,1.92745259686727,0.313,47,0.702127659574468,36.7272727272727,0.166666666666667,0.441,0.32,0.0882352941176471,6,0.25,"3","Stable Moderate Users",0
714886533,"Existing Customer",60,"F","Less than $40K","Blue",3460,1752,0.727,36,3,48.6666666666667,1.43582430119795,0.727,36,0.944444444444444,51.5294117647059,0.25,1.144,1.125,0.0571428571428571,4,0.166666666666667,"3","Stable Moderate Users",0
772375533,"Existing Customer",30,"M","$80K - $120K","Blue",9959,1560,0.239,19,3,82.1052631578947,1.52274183215887,0.239,19,2.05263157894737,40,0.25,1.1,0.696,0.05,5,0.166666666666667,"2","Revolving Heavy Users",0
826775058,"Existing Customer",43,"F","Less than $40K","Blue",4175,1520,0.603,39,1,38.974358974359,1.65483234714004,0.603,39,0.923076923076923,42.2222222222222,0.0833333333333333,0.551,0.44,0.0540540540540541,4,0.166666666666667,"3","Stable Moderate Users",0
711878733,"Existing Customer",60,"M","$60K - $80K","Blue",10264,1685,0.202,48,1,35.1041666666667,1.22953736654804,0.202,48,0.9375,37.4444444444444,0.0833333333333333,0.62,0.364,0.0652173913043478,3,0.25,"3","Stable Moderate Users",0
714550383,"Existing Customer",46,"M","$40K - $60K","Blue",4129,1678,0,36,3,46.6111111111111,0,0,36,1.11111111111111,41.95,0.25,0.96,1,0.0731707317073171,4,0.25,"3","Stable Moderate Users",0
712636308,"Existing Customer",65,"F","$40K - $60K","Blue",2658,1627,0.57,45,2,36.1555555555556,0.92997542997543,0.57,45,0.577777777777778,62.5769230769231,0.166666666666667,1.193,1,0.0740740740740741,6,0.166666666666667,"3","Stable Moderate Users",0
772139433,"Existing Customer",44,"F","$40K - $60K","Blue",4589,1637,0.27,33,2,49.6060606060606,0.757020757020757,0.27,33,1.84848484848485,26.8360655737705,0.166666666666667,0.856,0.906,0.0483870967741935,4,0.25,"2","Revolving Heavy Users",0
709058808,"Existing Customer",56,"F","Less than $40K","Blue",2781,1707,0.372,36,1,47.4166666666667,0.605971896955503,0.372,36,1.16666666666667,40.6428571428571,0.0833333333333333,0.816,1.211,0.0465116279069767,6,0.166666666666667,"2","Revolving Heavy Users",0
813240408,"Existing Customer",45,"F","Unknown","Blue",24880,1208,0.034,39,3,30.974358974359,0.691480562448304,0.034,39,0.641025641025641,48.32,0.25,0.701,1.083,0.0769230769230769,4,0.166666666666667,"3","Stable Moderate Users",0
767753958,"Existing Customer",37,"M","$40K - $60K","Blue",8504,1881,0.23,31,1,60.6774193548387,1.03931987247609,0.23,31,1.64516129032258,36.8823529411765,0.0833333333333333,0.963,0.417,0.0384615384615385,6,0.166666666666667,"2","Revolving Heavy Users",0
710111733,"Existing Customer",48,"M","$80K - $120K","Blue",8091,1360,0.247,39,1,34.8717948717949,1.46656869948567,0.247,39,0.717948717948718,48.5714285714286,0.0833333333333333,0.646,0.647,0.103448275862069,5,0.25,"3","Stable Moderate Users",0
761544333,"Existing Customer",37,"F","$40K - $60K","Blue",3417,1641,0.737,30,4,54.7,1.53288672350792,0.737,30,1.06666666666667,51.28125,0.333333333333333,0.992,0.882,0.0909090909090909,4,0.25,"3","Stable Moderate Users",0
788814783,"Existing Customer",39,"M","$60K - $80K","Blue",9204,1820,0.092,22,3,82.7272727272727,0.464030752333882,0.092,22,2.63636363636364,31.3793103448276,0.25,0.673,0.611,0.0508474576271186,4,0.25,"2","Revolving Heavy Users",0
715034358,"Existing Customer",41,"M","$120K +","Blue",14302,1505,0.147,32,2,47.03125,1.39243027888446,0.147,32,1.09375,43,0.166666666666667,0.407,0.591,0.0833333333333333,5,0.25,"3","Stable Moderate Users",0
709624533,"Existing Customer",55,"F","Less than $40K","Blue",3187,1627,0.79,45,2,36.1555555555556,1.5460687960688,0.79,45,0.844444444444444,42.8157894736842,0.166666666666667,1.144,0.652,0,5,0,"2","Revolving Heavy Users",0
709942383,"Existing Customer",34,"M","$80K - $120K","Blue",6313,1703,0.124,36,3,47.3055555555556,0.458920187793427,0.124,36,0.944444444444444,50.0882352941176,0.25,0.931,0.889,0.0571428571428571,5,0.166666666666667,"2","Revolving Heavy Users",0
803957508,"Existing Customer",52,"M","$80K - $120K","Blue",15904,1433,0.064,47,1,30.4893617021277,0.714086471408647,0.064,47,0.702127659574468,43.4242424242424,0.0833333333333333,0.369,0.5,0.0882352941176471,6,0.25,"3","Stable Moderate Users",0
713378133,"Existing Customer",54,"F","Less than $40K","Silver",11696,2445,0.196,39,2,62.6923076923077,0.935404742436631,0.196,39,1.53846153846154,40.75,0.166666666666667,0.973,0.765,0.0491803278688525,6,0.25,"3","Stable Moderate Users",0
709217358,"Existing Customer",40,"M","$80K - $120K","Blue",20371,1665,0.09,36,3,46.25,1.09963985594238,0.09,36,1.25,37,0.25,0.907,0.8,0.0434782608695652,5,0.166666666666667,"3","Stable Moderate Users",0
720998358,"Existing Customer",52,"M","$120K +","Silver",34516,1489,0.03,41,3,36.3170731707317,0.7,0.03,41,0.926829268292683,39.1842105263158,0.25,0.562,0.357,0.0256410256410256,3,0.0833333333333333,"3","Stable Moderate Users",0
721051908,"Existing Customer",45,"M","$60K - $80K","Blue",7552,1393,0,33,1,42.2121212121212,0,0,33,0.96969696969697,43.53125,0.0833333333333333,0.463,0.455,0.0909090909090909,3,0.25,"3","Stable Moderate Users",0
715232058,"Existing Customer",61,"M","$40K - $60K","Blue",5561,1820,0.258,53,1,34.3396226415094,0.787479406919275,0.258,53,0.792452830188679,43.3333333333333,0.0833333333333333,1.423,0.826,0.0465116279069767,5,0.166666666666667,"2","Revolving Heavy Users",0
806250783,"Existing Customer",57,"F","Less than $40K","Blue",1441,2742,0,52,3,52.7307692307692,0,0,52,1.11538461538462,47.2758620689655,0.25,1.364,0.758,0.0338983050847458,6,0.166666666666667,"2","Revolving Heavy Users",0
817245183,"Existing Customer",51,"M","$120K +","Blue",19715,1979,0.051,33,2,59.969696969697,0.512121212121212,0.051,33,1.21212121212121,49.475,0.166666666666667,1.437,0.667,0.0487804878048781,6,0.166666666666667,"2","Revolving Heavy Users",0
713670333,"Existing Customer",60,"M","Less than $40K","Blue",2486,1378,0.589,52,3,26.5,1.06163886874547,0.589,52,0.519230769230769,51.037037037037,0.25,0.731,0.421,0.0714285714285714,5,0.166666666666667,"3","Stable Moderate Users",0
826477083,"Existing Customer",48,"F","Less than $40K","Blue",4570,1520,0.534,44,1,34.5454545454545,1.60355029585799,0.534,44,0.772727272727273,44.7058823529412,0.0833333333333333,0.693,0.7,0.0857142857142857,5,0.25,"3","Stable Moderate Users",0
788728608,"Existing Customer",34,"M","$40K - $60K","Blue",3870,1588,0.36,13,3,122.153846153846,0.877281308999371,0.36,13,2.76923076923077,44.1111111111111,0.25,0.827,0.714,0.0540540540540541,3,0.166666666666667,"2","Revolving Heavy Users",0
717190533,"Existing Customer",49,"M","$60K - $80K","Blue",12938,1282,0.051,36,3,35.6111111111111,0.515198752922837,0.051,36,0.888888888888889,40.0625,0.25,0.725,0.778,0.0606060606060606,6,0.166666666666667,"3","Stable Moderate Users",0
716580033,"Existing Customer",53,"M","$120K +","Blue",21178,1872,0.085,36,1,52,0.958889482114255,0.085,36,1.63888888888889,31.728813559322,0.0833333333333333,1.182,1.107,0.05,3,0.25,"2","Revolving Heavy Users",0
711644508,"Existing Customer",34,"M","$80K - $120K","Blue",12182,2295,0.093,36,2,63.75,0.494773519163763,0.093,36,1.75,36.4285714285714,0.166666666666667,0.753,0.5,0,3,0,"2","Revolving Heavy Users",0
714334383,"Existing Customer",54,"M","$60K - $80K","Blue",3583,1065,0,42,2,25.3571428571429,0,0,42,0.666666666666667,38.0357142857143,0.166666666666667,1.088,1.545,0,6,0,"2","Revolving Heavy Users",0
720611058,"Existing Customer",40,"M","$120K +","Blue",17018,1550,0,27,2,57.4074074074074,0,0,27,1.74074074074074,32.9787234042553,0.166666666666667,0.69,0.621,0.0625,4,0.25,"2","Revolving Heavy Users",0
712420833,"Existing Customer",49,"F","Unknown","Blue",16031,1527,0.14,41,3,37.2439024390244,1.46924083769634,0.14,41,1.39024390243902,26.7894736842105,0.25,0.635,0.462,0.0344827586206897,6,0.166666666666667,"3","Stable Moderate Users",0
713845083,"Attrited Customer",41,"F","Less than $40K","Blue",4203,1489,0.599,36,2,41.3611111111111,1.68926174496644,0.599,36,1.19444444444444,34.6279069767442,0.166666666666667,0.771,0.536,0.0681818181818182,6,0.25,"3","Stable Moderate Users",1
713756508,"Existing Customer",46,"M","Less than $40K","Blue",4213,1264,0.237,36,1,35.1111111111111,0.788142292490119,0.237,36,0.833333333333333,42.1333333333333,0.0833333333333333,0.668,0.667,0.0967741935483871,5,0.25,"3","Stable Moderate Users",0
735565158,"Existing Customer",46,"M","$60K - $80K","Blue",21548,1582,0.055,33,2,47.9393939393939,0.745420088439672,0.055,33,1.15151515151515,41.6315789473684,0.166666666666667,0.52,0.652,0.0512820512820513,6,0.166666666666667,"3","Stable Moderate Users",0
714131058,"Existing Customer",30,"M","$60K - $80K","Blue",18513,1567,0.136,36,5,43.5277777777778,1.60522959183673,0.136,36,0.916666666666667,47.4848484848485,0.416666666666667,0.524,0.941,0.0882352941176471,3,0.25,"3","Stable Moderate Users",0
717180633,"Existing Customer",59,"M","$40K - $60K","Blue",2483,1704,0.553,36,2,47.3333333333333,0.804692082111437,0.553,36,0.972222222222222,48.6857142857143,0.166666666666667,1.642,0.458,0.0555555555555556,4,0.166666666666667,"2","Revolving Heavy Users",0
717295683,"Existing Customer",50,"M","$80K - $120K","Blue",3460,1546,0.544,38,2,40.6842105263158,1.21590174531351,0.544,38,0.921052631578947,44.1714285714286,0.166666666666667,0.622,1.059,0.0555555555555556,5,0.166666666666667,"3","Stable Moderate Users",0
713128833,"Existing Customer",49,"M","$60K - $80K","Blue",6511,1478,0.275,36,3,41.0555555555556,1.21027721433401,0.275,36,1.05555555555556,38.8947368421053,0.25,0.397,0.267,0.0512820512820513,5,0.166666666666667,"3","Stable Moderate Users",0
813499458,"Attrited Customer",45,"M","$60K - $80K","Blue",1438.3,2132,0,40,3,53.3,0,0,40,0.775,68.7741935483871,0.25,1.23,0.107,0.03125,3,0.0833333333333333,"2","Revolving Heavy Users",1
710070183,"Existing Customer",53,"F","Less than $40K","Blue",2615,1419,0.678,36,2,39.4166666666667,1.24788732394366,0.678,36,1.05555555555556,37.3421052631579,0.166666666666667,0.611,0.357,0.0512820512820513,3,0.166666666666667,"3","Stable Moderate Users",0
789605658,"Existing Customer",42,"F","$40K - $60K","Blue",2985,1065,0.789,35,3,30.4285714285714,2.20919324577861,0.789,35,0.771428571428571,39.4444444444444,0.25,0.602,0.588,0.0714285714285714,4,0.166666666666667,"3","Stable Moderate Users",0
710045058,"Existing Customer",46,"M","$40K - $60K","Silver",18797,1364,0.115,28,1,48.7142857142857,1.58095238095238,0.115,28,1.42857142857143,34.1,0.0833333333333333,0.446,0.538,0.0731707317073171,5,0.25,"3","Stable Moderate Users",0
710164683,"Existing Customer",33,"M","$60K - $80K","Blue",2859,2247,0.88,22,1,102.136363636364,1.11966192170819,0.88,22,1.63636363636364,62.4166666666667,0.0833333333333333,1.254,0.636,0.0810810810810811,3,0.25,"3","Stable Moderate Users",0
710802258,"Existing Customer",46,"F","Less than $40K","Blue",2888,1111,0.777,38,3,29.2368421052632,2.01888489208633,0.777,38,0.684210526315789,42.7307692307692,0.25,0.772,0.368,0,4,0,"2","Revolving Heavy Users",0
721036233,"Existing Customer",61,"M","$60K - $80K","Blue",9172,1836,0.171,36,3,51,0.853021230266739,0.171,36,1.16666666666667,43.7142857142857,0.25,1.451,0.75,0.0697674418604651,4,0.25,"3","Stable Moderate Users",0
710036508,"Existing Customer",42,"M","$40K - $60K","Blue",14281,1164,0.106,34,3,34.2352941176471,1.30386266094421,0.106,34,1.02941176470588,33.2571428571429,0.25,0.256,0.522,0.0555555555555556,5,0.166666666666667,"3","Stable Moderate Users",0
717776808,"Existing Customer",47,"F","Less than $40K","Blue",7353,2005,0.197,39,2,51.4102564102564,0.722831505483549,0.197,39,1.38461538461538,37.1296296296296,0.166666666666667,0.739,0.459,0.0545454545454545,3,0.25,"3","Stable Moderate Users",0
714906033,"Existing Customer",47,"F","Less than $40K","Blue",5145,1588,0,36,2,44.1111111111111,0,0,36,0.972222222222222,45.3714285714286,0.166666666666667,0.693,0.944,0.0555555555555556,6,0.166666666666667,"2","Revolving Heavy Users",0
714273708,"Existing Customer",53,"F","$40K - $60K","Blue",4753,2242,0.52,36,2,62.2777777777778,1.1020954079358,0.52,36,1.36111111111111,45.7551020408163,0.166666666666667,1.274,0.815,0.06,3,0.25,"3","Stable Moderate Users",0
721117533,"Existing Customer",46,"F","Less than $40K","Blue",2171,1415,0.653,26,3,54.4230769230769,1.00141242937853,0.653,26,1.73076923076923,31.4444444444444,0.25,0.505,0.406,0.0652173913043478,3,0.25,"3","Stable Moderate Users",0
715374558,"Existing Customer",26,"M","Less than $40K","Blue",4150,2483,0.11,36,2,68.9722222222222,0.183574879227053,0.11,36,2.05555555555556,33.5540540540541,0.166666666666667,1.126,0.542,0.04,5,0.25,"2","Revolving Heavy Users",0
824807658,"Existing Customer",45,"M","$60K - $80K","Blue",9106,1239,0.272,41,3,30.219512195122,1.99758064516129,0.272,41,0.804878048780488,37.5454545454545,0.25,0.515,0.737,0.0882352941176471,6,0.25,"3","Stable Moderate Users",0
714940608,"Existing Customer",36,"M","$40K - $60K","Blue",2686,2057,0.645,36,3,57.1388888888889,0.842079689018465,0.645,36,1.47222222222222,38.811320754717,0.25,0.706,0.71,0.037037037037037,3,0.166666666666667,"2","Revolving Heavy Users",0
824782008,"Existing Customer",42,"M","$60K - $80K","Blue",10239,1228,0.05,38,1,32.3157894736842,0.414971521562246,0.05,38,0.684210526315789,47.2307692307692,0.0833333333333333,0.344,0.529,0.0740740740740741,5,0.166666666666667,"3","Stable Moderate Users",0
717561108,"Existing Customer",52,"M","$80K - $120K","Blue",34516,1629,0.016,36,3,45.25,0.33680981595092,0.016,36,0.888888888888889,50.90625,0.25,0.78,0.778,0.0606060606060606,4,0.166666666666667,"3","Stable Moderate Users",0
717127083,"Existing Customer",37,"M","$120K +","Blue",15017,2076,0.115,25,3,83.04,0.834376504573905,0.115,25,2.32,35.7931034482759,0.25,0.635,0.487,0,3,0,"2","Revolving Heavy Users",0
772460508,"Existing Customer",53,"M","$40K - $60K","Blue",4426,1231,0.346,43,1,28.6279069767442,1.24188311688312,0.346,43,0.790697674418605,36.2058823529412,0.0833333333333333,0.518,0.214,0.0571428571428571,3,0.166666666666667,"3","Stable Moderate Users",0
720484908,"Existing Customer",65,"F","$40K - $60K","Blue",2155,1655,0,52,3,31.8269230769231,0,0,52,0.519230769230769,61.2962962962963,0.25,1.423,1.25,0.107142857142857,5,0.25,"3","Stable Moderate Users",0
771237933,"Existing Customer",47,"M","$80K - $120K","Blue",20620,1477,0.053,34,1,43.4411764705882,0.734100135317997,0.053,34,0.676470588235294,64.2173913043478,0.0833333333333333,1.276,0.533,0.125,4,0.25,"3","Stable Moderate Users",0
794664183,"Existing Customer",38,"M","$60K - $80K","Blue",3238,1501,0.663,19,1,79,1.42876165113182,0.663,19,2.36842105263158,33.3555555555556,0.0833333333333333,0.673,0.667,0.0652173913043478,3,0.25,"3","Stable Moderate Users",0
797488158,"Existing Customer",52,"M","$60K - $80K","Blue",14316,1313,0.076,46,3,28.5434782608696,0.822678843226788,0.076,46,0.782608695652174,36.4722222222222,0.25,0.67,0.636,0,5,0,"2","Revolving Heavy Users",0
708543258,"Existing Customer",36,"M","$80K - $120K","Blue",2607,2045,0.721,36,3,56.8055555555556,0.918866080156403,0.721,36,1.08333333333333,52.4358974358974,0.25,1.464,0.95,0.05,5,0.166666666666667,"2","Revolving Heavy Users",0
778706508,"Existing Customer",43,"M","$60K - $80K","Blue",6231,1448,0,24,5,60.3333333333333,0,0,24,1.25,48.2666666666667,0.416666666666667,1.054,0.875,0.129032258064516,3,0.333333333333333,"3","Stable Moderate Users",0
712240083,"Attrited Customer",38,"F","Less than $40K","Blue",3730,858,0.675,30,2,28.6,2.93015133876601,0.675,30,0.733333333333333,39,0.166666666666667,0.853,0.467,0.0869565217391304,6,0.166666666666667,"3","Stable Moderate Users",1
713650683,"Existing Customer",65,"F","Less than $40K","Blue",3094,1591,0.732,56,1,28.4107142857143,1.42336683417085,0.732,56,0.660714285714286,43,0.0833333333333333,0.724,0.321,0.105263157894737,4,0.333333333333333,"3","Stable Moderate Users",0
772532208,"Attrited Customer",51,"F","Less than $40K","Blue",6630,842,0.138,41,2,20.5365853658537,1.08659549228944,0.138,41,0.585365853658537,35.0833333333333,0.166666666666667,0.927,0.5,0.12,2,0.25,"3","Stable Moderate Users",1
778929783,"Attrited Customer",40,"M","$80K - $120K","Blue",1925,781,0,22,2,35.5,0,0,22,1.27272727272727,27.8928571428571,0.166666666666667,0.672,0.75,0.103448275862069,2,0.25,"3","Stable Moderate Users",1
714244383,"Existing Customer",39,"M","$80K - $120K","Blue",33406,1529,0.051,36,2,42.4722222222222,1.10588235294118,0.051,36,0.833333333333333,50.9666666666667,0.166666666666667,1.242,0.875,0.0967741935483871,4,0.25,"3","Stable Moderate Users",0
718797558,"Existing Customer",39,"F","Unknown","Blue",2917,2422,0.465,30,2,80.7333333333333,0.560049525381758,0.465,30,1.53333333333333,52.6521739130435,0.166666666666667,1.593,0.438,0.0638297872340425,3,0.25,"2","Revolving Heavy Users",0
712821333,"Existing Customer",60,"M","$60K - $80K","Blue",9452,1825,0.266,47,3,38.8297872340426,1.37842278203724,0.266,47,1.06382978723404,36.5,0.25,0.73,0.613,0.0588235294117647,3,0.25,"3","Stable Moderate Users",0
721120008,"Existing Customer",43,"F","$40K - $60K","Blue",2162,1555,0.637,29,3,53.6206896551724,0.884961439588689,0.637,29,1,53.6206896551724,0.25,0.6,0.706,0.0666666666666667,6,0.166666666666667,"3","Stable Moderate Users",0
709633533,"Existing Customer",31,"M","Less than $40K","Blue",1438.3,2789,0,18,2,154.944444444444,0,0,18,2.77777777777778,55.78,0.166666666666667,1.561,1.083,0.0784313725490196,3,0.333333333333333,"2","Revolving Heavy Users",0
710789058,"Existing Customer",55,"M","$120K +","Blue",34516,1308,0.043,42,2,31.1428571428571,1.12910618792972,0.043,42,0.976190476190476,31.9024390243902,0.166666666666667,0.967,0.414,0.0714285714285714,4,0.25,"3","Stable Moderate Users",0
716174433,"Existing Customer",65,"F","Less than $40K","Blue",2888,2489,0.393,54,3,46.0925925925926,0.455421686746988,0.393,54,1,46.0925925925926,0.25,1.479,0.742,0.0545454545454545,3,0.25,"3","Stable Moderate Users",0
789886533,"Existing Customer",54,"F","Less than $40K","Blue",3947,1110,0.442,44,3,25.2272727272727,1.57155715571557,0.442,44,0.477272727272727,52.8571428571429,0.25,0.478,0.4,0.136363636363636,3,0.25,"3","Stable Moderate Users",0
715210308,"Existing Customer",40,"F","Unknown","Blue",15970,1260,0.076,31,3,40.6451612903226,0.961141950832673,0.076,31,1.03225806451613,39.375,0.25,0.542,0.524,0.121212121212121,3,0.333333333333333,"3","Stable Moderate Users",0
721038408,"Existing Customer",38,"F","Less than $40K","Blue",1830,1741,0,27,1,64.4814814814815,0,0,27,1.59259259259259,40.4883720930233,0.0833333333333333,0.736,0.654,0.0454545454545455,4,0.166666666666667,"2","Revolving Heavy Users",0
713325108,"Existing Customer",36,"M","$60K - $80K","Blue",7712,1845,0.326,29,3,63.6206896551724,1.363488624052,0.326,29,1.37931034482759,46.125,0.25,0.676,0.739,0.0731707317073171,5,0.25,"3","Stable Moderate Users",0
720352533,"Existing Customer",43,"M","$60K - $80K","Blue",20811,1483,0.068,36,3,41.1944444444444,0.960242587601078,0.068,36,1.05555555555556,39.0263157894737,0.25,0.382,0.52,0.0769230769230769,5,0.25,"3","Stable Moderate Users",0
708431433,"Existing Customer",41,"M","$120K +","Blue",11789,1463,0.12,31,3,47.1935483870968,0.969945355191257,0.12,31,1.03225806451613,45.71875,0.25,0.659,0.684,0.0606060606060606,3,0.166666666666667,"3","Stable Moderate Users",0
716996583,"Existing Customer",50,"M","$120K +","Blue",3073,1734,0.583,37,1,46.8648648648649,1.0328530259366,0.583,37,0.945945945945946,49.5428571428571,0.0833333333333333,1.099,1.188,0.0555555555555556,3,0.166666666666667,"2","Revolving Heavy Users",0
718699683,"Existing Customer",48,"M","$80K - $120K","Silver",34516,1733,0,36,2,48.1388888888889,0,0,36,1.5,32.0925925925926,0.166666666666667,0.691,0.636,0.0363636363636364,6,0.166666666666667,"2","Revolving Heavy Users",0
771359958,"Existing Customer",39,"M","$120K +","Silver",34516,1689,0.073,26,2,64.9615384615385,1.48934911242604,0.073,26,1.61538461538462,40.2142857142857,0.166666666666667,0.887,1.1,0.0465116279069767,6,0.166666666666667,"2","Revolving Heavy Users",0
716604633,"Existing Customer",55,"F","$40K - $60K","Blue",6725,1865,0.301,46,2,40.5434782608696,1.08520900321543,0.301,46,1.15217391304348,35.188679245283,0.166666666666667,0.604,0.767,0.037037037037037,6,0.166666666666667,"3","Stable Moderate Users",0
813952233,"Existing Customer",44,"M","Less than $40K","Blue",2978,1413,0.717,39,2,36.2307692307692,1.50919377652051,0.717,39,1.17948717948718,30.7173913043478,0.166666666666667,0.579,0.394,0.0851063829787234,5,0.333333333333333,"3","Stable Moderate Users",0
713053383,"Attrited Customer",42,"M","$80K - $120K","Blue",34516,853,0.023,36,1,23.6944444444444,0.914519906323185,0.023,36,0.333333333333333,71.0833333333333,0.0833333333333333,0.803,0.091,0.230769230769231,1,0.25,"3","Stable Moderate Users",1
709979583,"Existing Customer",54,"M","$120K +","Blue",34516,1999,0.025,46,1,43.4565217391304,0.427,0.025,46,1.17391304347826,37.0185185185185,0.0833333333333333,0.928,0.8,0.0545454545454545,3,0.25,"3","Stable Moderate Users",0
709380333,"Existing Customer",57,"M","$120K +","Blue",24545,1671,0.071,36,2,46.4166666666667,1.03767942583732,0.071,36,1.25,37.1333333333333,0.166666666666667,0.664,0.5,0.0652173913043478,6,0.25,"3","Stable Moderate Users",0
778574283,"Existing Customer",53,"F","$40K - $60K","Blue",1438.3,2118,0,46,2,46.0434782608696,0,0,46,1.39130434782609,33.09375,0.166666666666667,0.743,0.455,0.0461538461538462,5,0.25,"3","Stable Moderate Users",0
789875883,"Existing Customer",41,"F","Less than $40K","Blue",2490,1391,0.252,31,1,44.8709677419355,0.450431034482759,0.252,31,1.45161290322581,30.9111111111111,0.0833333333333333,0.345,0.364,0.0434782608695652,5,0.166666666666667,"3","Stable Moderate Users",0
714661233,"Existing Customer",39,"M","$120K +","Blue",10074,1729,0.25,24,2,72.0416666666667,1.45491329479769,0.25,24,2.16666666666667,33.25,0.166666666666667,0.77,0.926,0.0754716981132075,6,0.333333333333333,"3","Stable Moderate Users",0
813915933,"Existing Customer",45,"M","$40K - $60K","Blue",2259,1393,0.422,40,3,34.825,0.684361549497848,0.422,40,0.875,39.8,0.25,0.695,0.842,0.0555555555555556,3,0.166666666666667,"3","Stable Moderate Users",0
708358683,"Existing Customer",46,"M","$80K - $120K","Silver",34516,1665,0.036,35,3,47.5714285714286,0.741896758703481,0.036,35,1.14285714285714,41.625,0.25,0.549,0.667,0.0487804878048781,6,0.166666666666667,"3","Stable Moderate Users",0
824761458,"Existing Customer",54,"M","$80K - $120K","Blue",9519,2489,0.203,50,2,49.78,0.777510040160643,0.203,50,1.24,40.1451612903226,0.166666666666667,0.929,1,0.0476190476190476,4,0.25,"3","Stable Moderate Users",0
715362183,"Existing Customer",40,"F","Unknown","Blue",3706,1688,0.281,36,1,46.8888888888889,0.617525162818236,0.281,36,1.05555555555556,44.4210526315789,0.0833333333333333,0.384,0.583,0.0512820512820513,3,0.166666666666667,"3","Stable Moderate Users",0
721194858,"Existing Customer",48,"M","$80K - $120K","Blue",4438,1725,0.557,40,2,43.125,1.43221320973349,0.557,40,1.5,28.75,0.166666666666667,0.69,0.622,0.0327868852459016,6,0.166666666666667,"3","Stable Moderate Users",0
803595858,"Attrited Customer",56,"F","$40K - $60K","Blue",1438.3,594,0,51,2,11.6470588235294,0,0,51,0.274509803921569,42.4285714285714,0.166666666666667,0.597,0.556,0.0666666666666667,5,0.0833333333333333,"3","Stable Moderate Users",1
716198358,"Existing Customer",33,"F","$40K - $60K","Blue",2372,1852,0.796,36,2,51.4444444444444,1.01834862385321,0.796,36,1.52777777777778,33.6727272727273,0.166666666666667,0.8,0.618,0.0535714285714286,4,0.25,"3","Stable Moderate Users",0
714173808,"Existing Customer",44,"F","Less than $40K","Blue",4214,1389,0.296,34,1,40.8529411764706,0.898561151079137,0.296,34,1,40.8529411764706,0.0833333333333333,0.542,0.478,0.0571428571428571,5,0.166666666666667,"3","Stable Moderate Users",0
709465758,"Existing Customer",62,"F","Less than $40K","Blue",1438.3,902,0,53,1,17.0188679245283,0,0,53,0.584905660377358,29.0967741935484,0.0833333333333333,0.699,0.409,0.09375,3,0.25,"3","Stable Moderate Users",0
714081558,"Existing Customer",33,"F","Unknown","Blue",2613,1387,0.612,36,2,38.5277777777778,1.15201729106628,0.612,36,0.861111111111111,44.741935483871,0.166666666666667,0.749,0.722,0.125,4,0.333333333333333,"3","Stable Moderate Users",0
717364458,"Existing Customer",36,"F","Less than $40K","Blue",4331,2053,0.334,26,1,78.9615384615385,0.70350535540409,0.334,26,1.26923076923077,62.2121212121212,0.0833333333333333,1.07,1.75,0.117647058823529,6,0.333333333333333,"3","Stable Moderate Users",0
778755858,"Existing Customer",46,"M","$80K - $120K","Blue",3665,1881,0.471,27,1,69.6666666666667,0.916578108395324,0.471,27,2.03703703703704,34.2,0.0833333333333333,0.495,0.618,0.0535714285714286,5,0.25,"3","Stable Moderate Users",0
710754933,"Attrited Customer",61,"F","Less than $40K","Blue",1438.3,840,0,49,2,17.1428571428571,0,0,49,0.408163265306122,42,0.166666666666667,0.94,0.818,0.142857142857143,6,0.25,"3","Stable Moderate Users",1
720007383,"Attrited Customer",41,"F","Unknown","Blue",4411,803,0.571,28,1,28.6785714285714,3.13059701492537,0.571,28,0.535714285714286,53.5333333333333,0.0833333333333333,0.988,0.875,0.1875,2,0.25,"3","Stable Moderate Users",1
810220833,"Existing Customer",42,"M","$40K - $60K","Silver",15871,1562,0.131,37,6,42.2162162162162,1.33461292386436,0.131,37,1.16216216216216,36.3255813953488,0.5,0.745,0.955,0.0454545454545455,3,0.166666666666667,"3","Stable Moderate Users",0
718362783,"Attrited Customer",35,"M","$80K - $120K","Blue",12643,787,0,27,2,29.1481481481481,0,0,27,0.777777777777778,37.4761904761905,0.166666666666667,0.393,0.167,0.136363636363636,3,0.25,"3","Stable Moderate Users",1
